Age,Attendance_Freq,Monthly_Spend,Member_Status
64,26,55.98737663780474,0
62,17,37.47545463066457,1
35,17,29.61977812093405,1
55,13,25.46727484258083,1
52,14,41.06526270025601,1
68,28,23.689885146858707,1
32,11,65.37366239355084,1
42,3,42.70627576188162,1
54,26,85.96278464696258,0
45,2,25.939269839070917,0
27,19,38.10811954731888,0
56,28,78.41969176721167,1
34,11,67.90466371067932,1
56,6,25.1593016999334,1
39,28,90.17915657297604,1
43,10,90.18094102609436,1
61,0,46.432640310061906,0
42,5,47.23246746796518,1
34,14,99.12226866801392,1
30,14,70.09409372745105,0
37,18,62.50532164544473,0
42,10,87.05217468415395,0
21,25,42.82322706858531,0
27,22,54.33460747170855,1
20,25,41.422134039066734,0
58,1,83.13286772709851,1
62,13,65.86794765081744,1
35,1,72.70600561120564,1
64,28,40.184579987152524,1
53,3,37.61802411018521,1
64,16,59.0699703186351,1
39,2,79.00525992742615,1
51,12,62.01918060161282,0
64,8,22.611654203653487,1
25,6,89.4841205056231,0
57,14,25.174951481210528,1
66,22,96.46595869766018,0
61,28,22.011356662181818,1
36,28,75.5560364904567,1
59,10,26.57656509694253,1
58,19,92.85412635481117,1
54,1,57.15465889804342,1
23,14,31.00190198536123,0
69,13,47.26525598318773,1
43,19,33.18597402774096,1
51,21,33.6465529245672,1
62,10,95.84866561371538,1
23,26,55.61968898278305,1
54,2,83.10418111242876,1
50,16,71.16844489421455,1
39,29,74.11410898707138,0
38,11,30.53547507776308,0
23,23,38.73475574523886,0
23,27,82.94002681235496,1
